Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),I,II,III,IV,V,"Temperature, K","VdWVolume, A^3#1","VdWVolume, A^3#2","VdWVolume, A^3#3",NumHeteroatoms,RingCount,InertialShapeFactor,SpherocityIndex,Metal_frac_gen,Li,C,N,O,F,Mg,Al,P,S,Cl,K,Cr,Fe,Co,Cu,Zn,Br,train/test,"Viscosity, cP",Reference (DOI),"Viscosity_prediction, cP"
ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,323.15,-11.42331607,13.19763138,0,2.25,0,0.003018987168,0.5223670518,0,0,5.5,0.25,2.75,0,0,0,0,0,0.25,0,0,0,0,0,0,0,test,31.58,10.1016/j.molliq.2016.07.039,66.61407805
ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,333.15,-11.42331607,13.19763138,0,2.25,0,0.003018987168,0.5223670518,0,0,5.5,0.25,2.75,0,0,0,0,0,0.25,0,0,0,0,0,0,0,test,21.47,10.1016/j.molliq.2016.07.039,51.94631061
TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,293.15,-8.783789791,13.19763138,0,2,0,0.005631468183,0.2859289781,0,0,5.75,0.25,2.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,130.07,10.1016/j.molliq.2016.07.039,122.9495541
TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,303.15,-8.783789791,13.19763138,0,2,0,0.005631468183,0.2859289781,0,0,5.75,0.25,2.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,69.81,10.1016/j.molliq.2016.07.039,82.6546966
TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,313.15,-8.783789791,13.19763138,0,2,0,0.005631468183,0.2859289781,0,0,5.75,0.25,2.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,39.07,10.1016/j.molliq.2016.07.039,41.97510887
TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,333.15,-8.783789791,13.19763138,0,2,0,0.005631468183,0.2859289781,0,0,5.75,0.25,2.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,18.71,10.1016/j.molliq.2016.07.039,23.27849135
TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,293.15,-8.783789791,13.19763138,0,2,0,0.0056551604,0.214597555,0,0,5.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,train,148.95,10.1016/j.molliq.2016.07.039,99.45650816
TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,303.15,-8.783789791,13.19763138,0,2,0,0.0056551604,0.214597555,0,0,5.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,train,76.98,10.1016/j.molliq.2016.07.039,69.27349341
TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,313.15,-8.783789791,13.19763138,0,2,0,0.0056551604,0.214597555,0,0,5.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,train,42.42,10.1016/j.molliq.2016.07.039,36.97680917
TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,323.15,-8.783789791,13.19763138,0,2,0,0.0056551604,0.214597555,0,0,5.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,train,28.81,10.1016/j.molliq.2016.07.039,27.74852625
TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,333.15,-8.783789791,13.19763138,0,2,0,0.0056551604,0.214597555,0,0,5.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,train,19.74,10.1016/j.molliq.2016.07.039,22.24551907
Tetrabutylammonium chloride,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,293.15,12.33242042,13.19763138,0,2,0,0.001932103637,0.5219931414,0,0,7.75,0.25,2.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,121.68,10.1016/j.molliq.2016.07.039,171.4077148
Tetrabutylammonium chloride,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,303.15,12.33242042,13.19763138,0,2,0,0.001932103637,0.5219931414,0,0,7.75,0.25,2.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,65.59,10.1016/j.molliq.2016.07.039,113.7301935
Tetrabutylammonium chloride,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,313.15,12.33242042,13.19763138,0,2,0,0.001932103637,0.5219931414,0,0,7.75,0.25,2.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,36.66,10.1016/j.molliq.2016.07.039,58.92341413
Tetrabutylammonium chloride,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,323.15,12.33242042,13.19763138,0,2,0,0.001932103637,0.5219931414,0,0,7.75,0.25,2.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,25.46,10.1016/j.molliq.2016.07.039,46.29671023
Tetrabutylammonium chloride,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,333.15,12.33242042,13.19763138,0,2,0,0.001932103637,0.5219931414,0,0,7.75,0.25,2.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,17.47,10.1016/j.molliq.2016.07.039,39.58103206
Tetrabutylammonium bromide,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,293.15,12.33242042,13.19763138,0,2,0,0.001933552343,0.4190470238,0,0,7.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,train,376.5,10.1016/j.molliq.2016.07.039,245.6568854
Tetrabutylammonium bromide,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,303.15,12.33242042,13.19763138,0,2,0,0.001933552343,0.4190470238,0,0,7.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,train,175.1,10.1016/j.molliq.2016.07.039,174.1279544
Tetrabutylammonium bromide,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,313.15,12.33242042,13.19763138,0,2,0,0.001933552343,0.4190470238,0,0,7.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,train,93.88,10.1016/j.molliq.2016.07.039,92.24392826
Tetrabutylammonium bromide,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,323.15,12.33242042,13.19763138,0,2,0,0.001933552343,0.4190470238,0,0,7.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,train,53.38,10.1016/j.molliq.2016.07.039,67.81044792
Tetrabutylammonium bromide,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,333.15,12.33242042,13.19763138,0,2,0,0.001933552343,0.4190470238,0,0,7.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,train,33.85,10.1016/j.molliq.2016.07.039,52.46522521
Trimethylamine hydrochloride,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,293.15,-21.98142117,13.19763138,0,2,0,0.008441737418,0.3204017985,0,0,4.5,0.25,2.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,74.02,10.1016/j.molliq.2016.07.039,170.5087577
Trimethylamine hydrochloride,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,303.15,-21.98142117,13.19763138,0,2,0,0.008441737418,0.3204017985,0,0,4.5,0.25,2.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,42.25,10.1016/j.molliq.2016.07.039,111.8294996
Trimethylamine hydrochloride,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,313.15,-21.98142117,13.19763138,0,2,0,0.008441737418,0.3204017985,0,0,4.5,0.25,2.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,25.57,10.1016/j.molliq.2016.07.039,57.39593935
Trimethylamine hydrochloride,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,323.15,-21.98142117,13.19763138,0,2,0,0.008441737418,0.3204017985,0,0,4.5,0.25,2.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,17.71,10.1016/j.molliq.2016.07.039,41.45649408
Trimethylamine hydrochloride,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,333.15,-21.98142117,13.19763138,0,2,0,0.008441737418,0.3204017985,0,0,4.5,0.25,2.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,12.7,10.1016/j.molliq.2016.07.039,30.47478514
Ethylamine hydrochloride,Trifluoroacetamide,0,0.4,0.6,0,0,0,1,0,0,313.15,-24.62094745,-6.680947448,0,3.2,0,0.00901449278,0.2694761584,0,0,2,1,0.6,1.8,0,0,0,0,0.4,0,0,0,0,0,0,0,train,256,10.1002/cphc.200500489,76.7122516
Ethylamine hydrochloride,acetamide,0,0.4,0.6,0,0,0,1,0,0,313.15,-24.62094745,-6.680947448,0,3.8,0,0.01813328926,0.1678425039,0,0,2,1,0.6,0,0,0,0,0,0.4,0,0,0,0,0,0,0,train,64,10.1002/cphc.200500489,84.88024548
Ethylamine hydrochloride,urea,0,0.4,0.6,0,0,0,1,0,0,313.15,-24.62094745,7.672444172,0,3.2,1.8,0.01852029685,0.1660220819,0,0,1.4,1.6,0.6,0,0,0,0,0,0.4,0,0,0,0,0,0,0,train,128,10.1002/cphc.200500489,153.3979541
CHOLINE CHLORIDE,Trifluoroacetamide,0,0.333,0.667,0,0,0,1,0,0,313.15,-22.68236862,-6.680947448,0,2.333,0,0.004090789769,0.5006941588,0,0,2.999,1,1,2.001,0,0,0,0,0.333,0,0,0,0,0,0,0,test,77,10.1002/cphc.200500489,72.20155619
CHOLINE CHLORIDE,urea,0,0.333,0.667,0,0,0,1,0,0,313.15,-22.68236862,7.672444172,0,2.333,2.001,0.005476268057,0.4625945224,0,0,2.332,1.667,1,0,0,0,0,0,0.333,0,0,0,0,0,0,0,train,169,10.1002/cphc.200500489,181.4056892
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,293.15,118.9700518,-13.3618949,0,3.8,0,0.001609837902,0.5896536173,0,0,7.4,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,213.18,10.1016/j.molliq.2017.06.024,154.5840806
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,298.15,118.9700518,-13.3618949,0,3.8,0,0.001609837902,0.5896536173,0,0,7.4,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,150.76,10.1016/j.molliq.2017.06.024,115.5383081
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,303.15,118.9700518,-13.3618949,0,3.8,0,0.001609837902,0.5896536173,0,0,7.4,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,109.11,10.1016/j.molliq.2017.06.024,102.9273198
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,308.15,118.9700518,-13.3618949,0,3.8,0,0.001609837902,0.5896536173,0,0,7.4,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,81.109,10.1016/j.molliq.2017.06.024,83.5958285
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,313.15,118.9700518,-13.3618949,0,3.8,0,0.001609837902,0.5896536173,0,0,7.4,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,61.797,10.1016/j.molliq.2017.06.024,51.51917879
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,318.15,118.9700518,-13.3618949,0,3.8,0,0.001609837902,0.5896536173,0,0,7.4,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,47.982,10.1016/j.molliq.2017.06.024,44.53161165
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,323.15,118.9700518,-13.3618949,0,3.8,0,0.001609837902,0.5896536173,0,0,7.4,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,37.868,10.1016/j.molliq.2017.06.024,38.66786168
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,328.15,118.9700518,-13.3618949,0,3.8,0,0.001609837902,0.5896536173,0,0,7.4,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,30.342,10.1016/j.molliq.2017.06.024,35.89589001
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,333.15,118.9700518,-13.3618949,0,3.8,0,0.001609837902,0.5896536173,0,0,7.4,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,24.722,10.1016/j.molliq.2017.06.024,28.48640855
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,338.15,118.9700518,-13.3618949,0,3.8,0,0.001609837902,0.5896536173,0,0,7.4,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,20.402,10.1016/j.molliq.2017.06.024,26.15749636
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,343.15,118.9700518,-13.3618949,0,3.8,0,0.001609837902,0.5896536173,0,0,7.4,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,17.139,10.1016/j.molliq.2017.06.024,21.91721795
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,293.15,118.9700518,-13.3618949,0,3.909,0,0.002860847533,0.5028114545,0,0,5.547,0,2.727,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,70.916,10.1016/j.molliq.2017.06.024,90.84172225
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,298.15,118.9700518,-13.3618949,0,3.909,0,0.002860847533,0.5028114545,0,0,5.547,0,2.727,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,53.415,10.1016/j.molliq.2017.06.024,65.85034153
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,303.15,118.9700518,-13.3618949,0,3.909,0,0.002860847533,0.5028114545,0,0,5.547,0,2.727,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,41.112,10.1016/j.molliq.2017.06.024,59.24010353
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,308.15,118.9700518,-13.3618949,0,3.909,0,0.002860847533,0.5028114545,0,0,5.547,0,2.727,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,32.268,10.1016/j.molliq.2017.06.024,47.60552291
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,313.15,118.9700518,-13.3618949,0,3.909,0,0.002860847533,0.5028114545,0,0,5.547,0,2.727,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,25.802,10.1016/j.molliq.2017.06.024,28.47720733
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,318.15,118.9700518,-13.3618949,0,3.909,0,0.002860847533,0.5028114545,0,0,5.547,0,2.727,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,20.961,10.1016/j.molliq.2017.06.024,23.76581793
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,323.15,118.9700518,-13.3618949,0,3.909,0,0.002860847533,0.5028114545,0,0,5.547,0,2.727,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,17.268,10.1016/j.molliq.2017.06.024,19.97500721
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,328.15,118.9700518,-13.3618949,0,3.909,0,0.002860847533,0.5028114545,0,0,5.547,0,2.727,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,14.431,10.1016/j.molliq.2017.06.024,18.66880086
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,333.15,118.9700518,-13.3618949,0,3.909,0,0.002860847533,0.5028114545,0,0,5.547,0,2.727,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,12.176,10.1016/j.molliq.2017.06.024,15.36752499
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,338.15,118.9700518,-13.3618949,0,3.909,0,0.002860847533,0.5028114545,0,0,5.547,0,2.727,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,10.39,10.1016/j.molliq.2017.06.024,13.56811075
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.059,0.941,0,0,0,1,0,0,293.15,118.9700518,-13.3618949,0,3.941,0,0.003726312448,0.4550706315,0,0,5.003,0,2.823,0,0,0,0.059,0,0,0,0,0,0,0,0,0.059,train,57.19,10.1016/j.molliq.2017.06.024,65.73415619
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.059,0.941,0,0,0,1,0,0,298.15,118.9700518,-13.3618949,0,3.941,0,0.003726312448,0.4550706315,0,0,5.003,0,2.823,0,0,0,0.059,0,0,0,0,0,0,0,0,0.059,train,43.59,10.1016/j.molliq.2017.06.024,49.44694168
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.059,0.941,0,0,0,1,0,0,303.15,118.9700518,-13.3618949,0,3.941,0,0.003726312448,0.4550706315,0,0,5.003,0,2.823,0,0,0,0.059,0,0,0,0,0,0,0,0,0.059,train,33.68,10.1016/j.molliq.2017.06.024,44.48332198
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.059,0.941,0,0,0,1,0,0,308.15,118.9700518,-13.3618949,0,3.941,0,0.003726312448,0.4550706315,0,0,5.003,0,2.823,0,0,0,0.059,0,0,0,0,0,0,0,0,0.059,train,26.69,10.1016/j.molliq.2017.06.024,36.29837324
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.059,0.941,0,0,0,1,0,0,313.15,118.9700518,-13.3618949,0,3.941,0,0.003726312448,0.4550706315,0,0,5.003,0,2.823,0,0,0,0.059,0,0,0,0,0,0,0,0,0.059,train,21.74,10.1016/j.molliq.2017.06.024,21.31276919
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.059,0.941,0,0,0,1,0,0,318.15,118.9700518,-13.3618949,0,3.941,0,0.003726312448,0.4550706315,0,0,5.003,0,2.823,0,0,0,0.059,0,0,0,0,0,0,0,0,0.059,train,17.83,10.1016/j.molliq.2017.06.024,17.84809344
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.059,0.941,0,0,0,1,0,0,323.15,118.9700518,-13.3618949,0,3.941,0,0.003726312448,0.4550706315,0,0,5.003,0,2.823,0,0,0,0.059,0,0,0,0,0,0,0,0,0.059,train,14.79,10.1016/j.molliq.2017.06.024,15.11974524
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.059,0.941,0,0,0,1,0,0,328.15,118.9700518,-13.3618949,0,3.941,0,0.003726312448,0.4550706315,0,0,5.003,0,2.823,0,0,0,0.059,0,0,0,0,0,0,0,0,0.059,train,12.43,10.1016/j.molliq.2017.06.024,14.18451663
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.059,0.941,0,0,0,1,0,0,333.15,118.9700518,-13.3618949,0,3.941,0,0.003726312448,0.4550706315,0,0,5.003,0,2.823,0,0,0,0.059,0,0,0,0,0,0,0,0,0.059,train,10.57,10.1016/j.molliq.2017.06.024,11.96453393
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.059,0.941,0,0,0,1,0,0,338.15,118.9700518,-13.3618949,0,3.941,0,0.003726312448,0.4550706315,0,0,5.003,0,2.823,0,0,0,0.059,0,0,0,0,0,0,0,0,0.059,train,9.082,10.1016/j.molliq.2017.06.024,10.64491779
Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,0,0.059,0.941,0,0,0,1,0,0,343.15,118.9700518,-13.3618949,0,3.941,0,0.003726312448,0.4550706315,0,0,5.003,0,2.823,0,0,0,0.059,0,0,0,0,0,0,0,0,0.059,train,7.87,10.1016/j.molliq.2017.06.024,9.029433492
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,293.15,118.9700518,-14.06284234,0,3,0,0.001522297525,0.4495844333,0,0,9,0,3.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,233.75,10.1016/j.molliq.2017.06.024,133.0636807
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,298.15,118.9700518,-14.06284234,0,3,0,0.001522297525,0.4495844333,0,0,9,0,3.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,166.52,10.1016/j.molliq.2017.06.024,98.225871
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,303.15,118.9700518,-14.06284234,0,3,0,0.001522297525,0.4495844333,0,0,9,0,3.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,121.64,10.1016/j.molliq.2017.06.024,88.82289183
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,308.15,118.9700518,-14.06284234,0,3,0,0.001522297525,0.4495844333,0,0,9,0,3.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,90.906,10.1016/j.molliq.2017.06.024,71.66987122
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,313.15,118.9700518,-14.06284234,0,3,0,0.001522297525,0.4495844333,0,0,9,0,3.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,69.365,10.1016/j.molliq.2017.06.024,50.69536321
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,318.15,118.9700518,-14.06284234,0,3,0,0.001522297525,0.4495844333,0,0,9,0,3.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,53.992,10.1016/j.molliq.2017.06.024,43.72425994
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,323.15,118.9700518,-14.06284234,0,3,0,0.001522297525,0.4495844333,0,0,9,0,3.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,42.727,10.1016/j.molliq.2017.06.024,38.00119097
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,328.15,118.9700518,-14.06284234,0,3,0,0.001522297525,0.4495844333,0,0,9,0,3.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,34.352,10.1016/j.molliq.2017.06.024,35.27701073
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,333.15,118.9700518,-14.06284234,0,3,0,0.001522297525,0.4495844333,0,0,9,0,3.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,28.074,10.1016/j.molliq.2017.06.024,26.98024531
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,338.15,118.9700518,-14.06284234,0,3,0,0.001522297525,0.4495844333,0,0,9,0,3.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,23.177,10.1016/j.molliq.2017.06.024,24.15235134
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.2,0.8,0,0,0,1,0,0,343.15,118.9700518,-14.06284234,0,3,0,0.001522297525,0.4495844333,0,0,9,0,3.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,train,19.402,10.1016/j.molliq.2017.06.024,20.57578155
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,293.15,118.9700518,-14.06284234,0,3,0,0.002534403539,0.340377279,0,0,7.365,0,3.636,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,95.287,10.1016/j.molliq.2017.06.024,74.69641366
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,298.15,118.9700518,-14.06284234,0,3,0,0.002534403539,0.340377279,0,0,7.365,0,3.636,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,71.692,10.1016/j.molliq.2017.06.024,53.21095205
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,303.15,118.9700518,-14.06284234,0,3,0,0.002534403539,0.340377279,0,0,7.365,0,3.636,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,54.826,10.1016/j.molliq.2017.06.024,48.92022683
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,308.15,118.9700518,-14.06284234,0,3,0,0.002534403539,0.340377279,0,0,7.365,0,3.636,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,42.757,10.1016/j.molliq.2017.06.024,39.66956348
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,313.15,118.9700518,-14.06284234,0,3,0,0.002534403539,0.340377279,0,0,7.365,0,3.636,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,33.94,10.1016/j.molliq.2017.06.024,27.05915274
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,318.15,118.9700518,-14.06284234,0,3,0,0.002534403539,0.340377279,0,0,7.365,0,3.636,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,27.405,10.1016/j.molliq.2017.06.024,22.62036353
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,323.15,118.9700518,-14.06284234,0,3,0,0.002534403539,0.340377279,0,0,7.365,0,3.636,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,22.423,10.1016/j.molliq.2017.06.024,19.2785145
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,328.15,118.9700518,-14.06284234,0,3,0,0.002534403539,0.340377279,0,0,7.365,0,3.636,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,18.652,10.1016/j.molliq.2017.06.024,18.25620593
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,333.15,118.9700518,-14.06284234,0,3,0,0.002534403539,0.340377279,0,0,7.365,0,3.636,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,15.645,10.1016/j.molliq.2017.06.024,14.90275083
Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,0,0.091,0.909,0,0,0,1,0,0,338.15,118.9700518,-14.06284234,0,3,0,0.002534403539,0.340377279,0,0,7.365,0,3.636,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,train,13.287,10.1016/j.molliq.2017.06.024,13.04508814
